Date,Title ID,Title Name,Qty Bought,Discount Code,Channel,Royalty
9/1/2010,ylUWiYaG87g,Cities of the World S1E54 - PERU,1,,YouTube,1.1
4/1/2010,Yo0bfV2RmOM,Johannesburg South Africa,1,,YouTube,1.1
11/1/2010,Yo0bfV2RmOM,Let's Shop S1E104 - Johannesburg South Africa,1,,YouTube,1.1
8/1/2010,YP_V_me9JtQ,Equitrekking S1E106 - Spain,1,,YouTube,1.1
10/1/2010,YP_V_me9JtQ,Equitrekking S1E106 - Spain,1,,YouTube,1.1
7/1/2010,Yp7fWjMWx0E,Bikini Destinations S1EHtrop - On Location with Hawaiian Tropic,1,,YouTube,1.1
10/1/2010,Yp7fWjMWx0E,Bikini Destinations S1EHtrop - On Location with Hawaiian Tropic,1,,YouTube,1.1
9/1/2010,YS36kJ-6Pzw,Prague (Praha) The Mother of Cities,1,,YouTube,1.1
2/1/2010,YSt8HQhQoYA,Belize,1,,YouTube,1.1
2/1/2010,YVOyXzOV8UY,Super Chief Speed-Style-Service,1,,YouTube,1.1
7/1/2010,YVOyXzOV8UY,Super Chief Speed-Style-Service,1,,YouTube,1.1
9/1/2010,YVOyXzOV8UY,Super Chief Speed-Style-Service,1,,YouTube,1.1
10/1/2010,YWG7FXk1a2k,Cities of the World S1E58 - RHODES Greece,1,,YouTube,1.1
10/1/2010,yzmE55b_6aY,EXTRAVAGANZA S1E20 - EMIRATES PALACE - Abu Dhabi United Arab Emirates,1,,YouTube,1.1
11/1/2010,Z6MC0zuxN-k,"Global Treasures S2E1083 - LOUVRE Paris, France",1,,YouTube,1.1
3/1/2010,ZcQi5t3JH4M,"BOSTON.MA, USA",1,,YouTube,1.1
10/1/2010,zFhVLMvmi14,Global Treasures S2E1140 - CHAVIN DE HUANTAR Peru,1,,YouTube,1.1
4/1/2010,ZhnaT4p7WXU,Ireland,1,,YouTube,1.1
4/1/2010,Zi-eYQ_W1pg,MYANMAR / BURMA,1,,YouTube,1.1
3/1/2010,ZigOAAu1X5s,Thailand,1,,YouTube,1.1
10/1/2010,ZNNMZwGAEEU,7 Days S1E135 - VIETNAM,1,,YouTube,1.1
10/1/2010,zozYVs9PqQ8,Weekend Explorer S3E314 - Wild Taiwan,1,,YouTube,1.1
12/1/2010,ZpwYcvMyRtk,Great Chefs of Austria S1E118 - Chef Gunter Gaderbauer Bad Ischl Restaurant Villa Schratt,2,,YouTube,1.1
10/1/2010,zQG3VL7E-b4,Alternate Routes S1E2588 - New Zealand,1,,YouTube,1.1
6/1/2010,zQnA_mVTEXU,Cold War Era S1E103 - Dangers On The Home Front,1,,YouTube,1.1
8/1/2010,zRJYOQQ2ZKs,Travelview International Holland,1,,YouTube,1.1
2/1/2010,ZSZyQXagqro,"Cape Cod, Massachusetts",1,,YouTube,1.1
8/1/2010,zt8K_h7_Zfc,Switzerland Country of Mountains,1,,YouTube,1.1
9/1/2010,zuceo83pzWQ,Doug Jones Travelog S1E12 - Egypt Gift of the Nile,1,,YouTube,1.1
11/1/2010,zuceo83pzWQ,Doug Jones Travelog S1E12 - Egypt Gift of the Nile,1,,YouTube,1.1
2/1/2010,ZuRixhZ8QIw,Exploring French Wine Regions,1,,YouTube,1.1
9/1/2010,ZuRixhZ8QIw,Exploring French Wine Regions,1,,YouTube,1.1
6/1/2010,ZY4gnfQ0U2w,Porthole TV S1E105 - Ship: MV Columbus Great Lakes Cruising,1,,YouTube,1.1
8/1/2010,ZYPmh6vOx38,The Seasoned Traveler S1E101 - Bermuda on a Budget,2,,YouTube,1.1
